sample_id,class_label,observation_group_id,overlap_component_id,geographic_block_id,survey_year,provenance_id,source_resolution_m,patch_size_m,processing_version,qa_status,sampling_stratum,patch_sha256,split_random,split_geographic
E001P-be17ba6347d6,positive_bowl_barrow,E001G-920cb4a42206,,BNG_100KM_E5_N0,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,444b7bc9d82c6c7773a9712e0c799437a714a55505949d93e85d3bca21317016,train,train
E001P-be692e22a0c8,positive_bowl_barrow,E001G-da538fa03a22,,BNG_100KM_E3_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,7bd4bdc6c5dccd39c9840d9149eb6fc37fc905ed5bd02187b0a2fee92280de80,train,final_test
E001P-beb6ae3e2113,positive_bowl_barrow,E001G-ac3baa62d537,,BNG_100KM_E4_N1,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,bcc22019ebea0f093d8bdbab94bb19dbe5105f2f960093673d3d2650f0bc3d44,train,train
E001P-bed970cad661,positive_bowl_barrow,E001G-6c3ba3545a5b,,BNG_100KM_E3_N0,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,075052ea1cc4fc972a93e12a6552d6b1dd353de2623af415e516fb974158e971,train,train
E001P-bf91fc4d53ef,positive_bowl_barrow,E001G-68aad6314a82,,BNG_100KM_E6_N3,2017,EAP-8e32eccbc87e,1.0,128,e001-terrain-v1,pass,positive_curated,10b1c26fe46fd674cb23ee3d4cfc21016ccfc5860727abe8f4998377e242fd8d,train,train
E001P-c00465ce46b8,positive_bowl_barrow,E001G-b3a730261346,,BNG_100KM_E5_N2,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,d3af3d9b67a20501dcac1b4224f117a183a301fe858ae32ea545bfc8cc9d79a3,train,train
E001P-c13d981438dd,positive_bowl_barrow,E001G-e930aaa16f2e,E001O-9a72378c429b,BNG_100KM_E3_N4,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,a4e15dbe45eef83a5b682adc2f8a92c5c6daaf707ca1d422244cd898e0dbc2b8,final_test,train
E001P-c3ce192ac386,positive_bowl_barrow,E001G-78fa92c398e5,,BNG_100KM_E4_N1,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,7e1b8cc67108607e11fa9cbd883ae8d933cec8df9fddc41e94c30de5a7c752d0,train,train
E001P-c68349bccdb7,positive_bowl_barrow,E001G-b4b90fa10db2,,BNG_100KM_E4_N4,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,cb82ca51eac3e6d0af121511ae7a1553fe4d0cccd0667867064d8d79d7e164f3,train,train
E001P-c810ebd592ef,positive_bowl_barrow,E001G-8a234eed9130,,BNG_100KM_E4_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,900781f2182b7571375d2f968107ed20307483a289abcc1f572277b5bdcf8e87,train,train
E001P-c94f4fa8672a,positive_bowl_barrow,E001G-1a74c1cbfd27,,BNG_100KM_E3_N3,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,97d75ee129674952ecdd2227c3a9524ba7f13196b63e4df44e1026d23f11b669,train,train
E001P-c958c3e1456d,positive_bowl_barrow,E001G-21152936ff9f,,BNG_100KM_E3_N3,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,baadd6736946f36395605deb1e6f6ed3219b3479c11118e1a8cfdb9df906bc3b,train,train
E001P-c9eb2082a2a7,positive_bowl_barrow,E001G-93548ad431cd,,BNG_100KM_E4_N5,2016,EAP-4f02812edece,1.0,128,e001-terrain-v1,pass,positive_curated,2864e538d169bc1d1c5269ca8444bb24bde3033cbca1e04b40c9b9d3c1c93752,train,train
E001P-ca71b78f5db2,positive_bowl_barrow,E001G-e032d6987172,,BNG_100KM_E5_N4,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,a667b83d3b47b61a7179ebea642459a745499feaf8742bcdb98815681ba0972e,train,final_test
E001P-cb0eaab1509f,positive_bowl_barrow,E001G-7a3a953f8a46,,BNG_100KM_E6_N2,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,8f1033bd1d94a7a9f544592ca8cc9d4b69b427f284dba70c3ba3ed133a74a7e4,train,train
E001P-cc79e09b0c3c,positive_bowl_barrow,E001G-8d9b7807ff6b,,BNG_100KM_E2_N1,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,fec61a62088f87aeef76a03dd3e3dccd5fd6f37b3fc38b09f2d00bdd0e3ca28f,train,train
E001P-d01f65e0ca55,positive_bowl_barrow,E001G-56cfdf00c536,,BNG_100KM_E3_N1,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,1089e63e3a3acb0bec8a821a72055625e6e0237d47ca2bb6148825f223732203,train,train
E001P-d05ba46eba87,positive_bowl_barrow,E001G-ac426b6b404d,,BNG_100KM_E5_N2,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,fff239cc25cee62edebc4e18f0c5d30e7dc1f1a19dda63d82b113166d14734f5,train,train
E001P-d2be901f48be,positive_bowl_barrow,E001G-f4e52a5d1046,,BNG_100KM_E4_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,38352908c27b36d29649c7dac6bb999903343e638dc3cfd6a5ddae32db30c888,train,train
E001P-d35e992305f2,positive_bowl_barrow,E001G-203c6b6f34b7,,BNG_100KM_E3_N3,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,29a425c3ea0e64f95eb3fd5211e27231c9c5ddd787f8483323e8c6b5f3ab3bbe,final_test,train
E001P-d37b1dbeb789,positive_bowl_barrow,E001G-08bf9f6fbbe8,,BNG_100KM_E2_N0,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,aa7bb6f7f44a1325f67dc0b7a476fdefbf90d21153205cfdd00d302f8b894bbc,train,development
E001P-d415159e0d4b,positive_bowl_barrow,E001G-f710e5fe5483,,BNG_100KM_E5_N1,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,4e02a6ce883622c42ae3fc76bb769fcb790ea13c2629bbd0b6d5fe5d40dc5d3a,train,train
E001P-d4cac74e4d94,positive_bowl_barrow,E001G-3487254c3497,,BNG_100KM_E3_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,f60b516e06032e1b528bfa6f0a0e1ac04bd57ff577d23613b48feb9adb4048ae,train,train
E001P-d535994ea44d,positive_bowl_barrow,E001G-284e54243a88,,BNG_100KM_E4_N4,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,bfc944906e1c3253a49622eaa4258b478eee0b696c813268d022b8125d730290,development,train
E001P-d5b27f85a53f,positive_bowl_barrow,E001G-fa86b5076070,,BNG_100KM_E3_N4,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,fe7afcb876aeea979b9834bcc47dee19fc7b432b69da33bc29cba3a3bd14ded2,development,train
E001P-d5f2f58d2c99,positive_bowl_barrow,E001G-1af9d00e81ff,,BNG_100KM_E6_N1,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,6a93cd9947d88317bb2fbc1f7fdeb6c65a9daf70c2faed68429e1172d37f9325,train,train
E001P-d68c620e09d5,positive_bowl_barrow,E001G-a2f1f531a247,E001O-45e9ba342c62,BNG_100KM_E6_N2,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,63efff870b93381504a903c7bf1a68a0cc9933528b05f1fe7d0635819e510b1e,train,train
E001P-d6ca6a9acbbd,positive_bowl_barrow,E001G-2724198ef737,,BNG_100KM_E3_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,bb6f093454958367ff54c3442b687f25db148f999a80ae38685f22dcc4473cc4,train,train
E001P-d7a1503d81f6,positive_bowl_barrow,E001G-20fd2d86df68,,BNG_100KM_E5_N4,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,99fc0a9dc31563d404fa545dbaa2dea59d6f2a8c29528b9d84b2a9850967d25f,final_test,final_test
E001P-d826a3044e26,positive_bowl_barrow,E001G-67e160c39311,,BNG_100KM_E5_N4,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,0bce02a4b05dd4d5de0e2e5a891bf18d8b90c145630920f70d8479383925fae5,train,final_test
E001P-d899cac3c4d4,positive_bowl_barrow,E001G-48cbf7fa0513,E001O-312cb30204a0,BNG_100KM_E4_N5,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,cba65a5d2e1fe469b2f5b069c83c5f7762be10eadd05b53e3dfbca85d0907155,development,train
E001P-d9201e89d8a7,positive_bowl_barrow,E001G-fee62827e310,,BNG_100KM_E3_N3,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,6f23d994acc01d5a178d7921b5447562cdf7489599903b20434e9f914965e745,train,train
E001P-d9f95e05d5ee,positive_bowl_barrow,E001G-29705429c5f0,,BNG_100KM_E5_N4,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,9b061be7d6b4567aa5a105f5dfbc4a5822f74af016605de6706b8be8ce5fc8ec,train,final_test
E001P-db184654c6a8,positive_bowl_barrow,E001G-929d50b8dd90,,BNG_100KM_E4_N4,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,a9f7c37a04f4cd77e9d596f1903ca9bbd74c9e8f4899ad4ab78e82c4249a37aa,train,train
E001P-dbe1e64705ea,positive_bowl_barrow,E001G-f309a71368ff,,BNG_100KM_E4_N4,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,09ffcd1359d37c79fe9d759e91ca9a437f093bafbce824e0fec3d4b3b49e9654,train,train
E001P-dbe87b4fb671,positive_bowl_barrow,E001G-bbc48e7beb07,,BNG_100KM_E3_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,4443ce4352d9848b75486702a62dbffd7ebb025bca7d865f7629461d3d327539,final_test,train
E001P-dea11a729f77,positive_bowl_barrow,E001G-67f6e7b7b527,,BNG_100KM_E3_N2,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,90ab4802477816440deb69334dd8fce52a4c69715e20d3dc4cf2a523e4549319,train,final_test
E001P-dec8a43c6ea2,positive_bowl_barrow,E001G-bd5f9358666a,,BNG_100KM_E5_N4,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,fe248150c58b68d5e222cf16b0b1beabf7db5757ce812c41255350571fef3177,train,final_test
E001P-dee6461e295b,positive_bowl_barrow,E001G-8a4202538cad,,BNG_100KM_E4_N2,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,b1078645661f597011446ea73e7e7205ea4bdd54d63b325c50872704e37f2dd5,train,train
E001P-def71080bded,positive_bowl_barrow,E001G-5488436c03fc,,BNG_100KM_E3_N1,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,11b9fd290701640d9094ec781041f42c639faa29ee7a94169ebabedadf17c579,train,train
E001P-dffc51f4d16a,positive_bowl_barrow,E001G-53dd4d0c6144,,BNG_100KM_E4_N1,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,acac90191c729894f9a3946bd6563ddf1e30166321d946151261ac9224d555cd,train,train
E001P-e44dbbee465b,positive_bowl_barrow,E001G-255c7bb74d69,,BNG_100KM_E6_N3,2017,EAP-8e32eccbc87e,1.0,128,e001-terrain-v1,pass,positive_curated,bc4f2c2424f29ae62e487367f368673487e17c926c19bb9800fe7ae59fc30fc7,train,train
E001P-e49100d76695,positive_bowl_barrow,E001G-5877f20c3fee,,BNG_100KM_E2_N1,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,284a2088f5e20c5b75c9717a56f9765998a8d57fc277d386019f08b3e8ea6d2d,train,train
E001P-e7c07c599135,positive_bowl_barrow,E001G-d50ecea6f9b5,,BNG_100KM_E5_N2,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,5a026c0ef876840a7c8821c85a6f9d4d721d9e934f41d72eae8748aa1d4261d6,train,train
E001P-ea8876a5aedf,positive_bowl_barrow,E001G-b73a12e8ad71,,BNG_100KM_E4_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,796b1587ca8d27c2e9e5cf3081be7cbc70525a841dc4ccd6499c664bb2709436,train,train
E001P-ead28cd20edd,positive_bowl_barrow,E001G-80d1d5b228dc,,BNG_100KM_E3_N1,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,835fa3c84dce61f3403a0a469b4c8953d27bfc3f780ea5c1517b8ed1e3cf196b,train,train
E001P-eb882117591f,positive_bowl_barrow,E001G-79b532f38536,,BNG_100KM_E3_N4,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,5ff21ca74a0f88c8c4c336dc6d780f00cd6e6f33e03ac3ab38487d371169ab64,train,train
E001P-ec0047b39f8f,positive_bowl_barrow,E001G-2abe3fef15d3,,BNG_100KM_E2_N0,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,c0808ea9fecabec5f651029a106d1934dc16b58916003290685a14aacc575002,development,development
E001P-ec892081790d,positive_bowl_barrow,E001G-a5baf67dcfa4,,BNG_100KM_E3_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,38601491cb3dd41012036819cbb782f83db36204ea2447e8a8b637c756f0bf63,train,train
E001P-ecb6276921f3,positive_bowl_barrow,E001G-98fc7d187add,,BNG_100KM_E1_N0,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,e1f67bf1c48b3b03cee364253848d43dc61171b03ee4cee0fa39d1eeaa9a1a97,development,train
E001P-ed16f86c905c,positive_bowl_barrow,E001G-6d88ee3bec85,,BNG_100KM_E3_N1,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,86d8e46d6c9b1f1d5a92be1f07f5abbc27bc6f2c958b6f3c432738cda0eabcb1,train,train
E001P-ed49aa8e90b4,positive_bowl_barrow,E001G-1b99f60c8786,,BNG_100KM_E5_N1,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,eb89653e7dbd63185f172e0238788047e613e91e2e9910a392745cfda00aa791,train,train
E001P-ee3e69ef261b,positive_bowl_barrow,E001G-57692245e43e,,BNG_100KM_E5_N2,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,ec48806c338d84b65d33c479a61513f76d7bd970c396a9ba6cb8a6fb3dee523e,train,train
E001P-f0ae7e6ae501,positive_bowl_barrow,E001G-7a407b78d0b9,,BNG_100KM_E3_N0,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,d90e12677c141ca337e1413b1fb7935ca70b64da7ed3ef9d907e701d65b08ada,train,train
E001P-f1be9660d910,positive_bowl_barrow,E001G-599665855e06,,BNG_100KM_E3_N5,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,41d56ffaffd740dfffdd3d718da6bf0e4cf53100d8cfd082f48738ea405beb32,development,train
E001P-f416693c10e6,positive_bowl_barrow,E001G-a57304826f0f,,BNG_100KM_E6_N1,2017,EAP-8e32eccbc87e,1.0,128,e001-terrain-v1,pass,positive_curated,469c06d2532dd73af3edf5913a69d4f0803149d95672fd59f36fb3f73d3d033a,final_test,train
E001P-f5ffb5cb1dee,positive_bowl_barrow,E001G-e1d97d0e5b7e,,BNG_100KM_E4_N1,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,9c7d25aecbeadda92589d9840c43c4788dd5d83fd1936c3c6219c886b1bc567a,train,train
E001P-f6add1114362,positive_bowl_barrow,E001G-14826fc2a1fe,,BNG_100KM_E3_N4,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,a477055511f92d29f406687c2e4c70cba090b9c48b0bab8b769efa56ba0d00a0,train,train
E001P-f700a62fdf9f,positive_bowl_barrow,E001G-052952c6e41b,,BNG_100KM_E3_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,87f96cd6d3a80511322fcf2e9a5bd6a8992cd4dd97ef001f429b91700ac05877,train,train
E001P-f8c00621713c,positive_bowl_barrow,E001G-e289366d805b,,BNG_100KM_E3_N5,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,f9cdf17cfa9612bcaf51cadfe4919e13370d0fe998b85c45c8c467a6404a9ed3,train,train
E001P-f961a41b2478,positive_bowl_barrow,E001G-ca426170ce42,,BNG_100KM_E4_N0,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,a76857819dacd702acb8e014fdd7a21de37a983fed1d9314b07f16a48def5ad4,train,train
E001P-f99b991c051b,positive_bowl_barrow,E001G-55628dcca714,,BNG_100KM_E1_N0,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,4c32d5e5aa14fbcfad56349554b6b73585b2e1dc77d1bb93670351f28618c364,train,train
E001P-fb3a568b3188,positive_bowl_barrow,E001G-ce210b311f02,,BNG_100KM_E5_N2,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,312d10fb8777fbddf205ab6252beee2bc142200ae814a325ba9ee69c1f568d4c,train,train
E001P-fd832109e585,positive_bowl_barrow,E001G-cb1c4854b5e7,,BNG_100KM_E5_N1,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,f22d16242f148db41ce21d41d024aa42e774e6d9e83fb07bbadf7ec1019a1fb3,development,train
E001P-fe0696ef5e8b,positive_bowl_barrow,E001G-9eeade32815f,,BNG_100KM_E4_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,e67ab379844e2ca7cf981b2c70e13ca5de9a7c64561e9c60370781b27e10a0a1,train,train
E001P-fe71885ad3de,positive_bowl_barrow,E001G-3626e1390e7f,,BNG_100KM_E3_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,4ab21da262a9913aae4eb7f3f4d1102fbe3f6a13ebc555b64f55d63847cfd9d5,train,train
E001B-cb9ddeb225ef,unlabelled_background,E001G-0e15e84eb57d,,BNG_100KM_E3_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,E001S-be0176d00600,8974fd322e12c25e508d7561b3a4644ae587874c82fca2aa0fe54dc14f13d855,train,train
E001B-32a9c508229e,unlabelled_background,E001G-be1faeebeb38,,BNG_100KM_E4_N1,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,E001S-1b299ac6f646,d623bbfd14cad194f5444ba5f9641004991a76d916b355130a0c7438c26da64e,train,train
E001B-96e96c5bf9a5,unlabelled_background,E001G-7a3a953f8a46,,BNG_100KM_E6_N2,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,E001S-3c55629c9695,44b1ead27cb58f3129db6a391280da54070fb1006c31221ced5151be41ca867e,train,train
E001B-de21605df26d,unlabelled_background,E001G-d5b1d653aa5f,,BNG_100KM_E5_N2,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,E001S-666ee1c1772f,a614fcd36ba1cb146840d8bed743b81285358be3e6250fdf4920de0f4a639d47,train,train
E001B-ea8dfdb35f73,unlabelled_background,E001G-274fb4c67521,,BNG_100KM_E4_N5,2016,EAP-4f02812edece,1.0,128,e001-terrain-v1,pass,E001S-e279d1be0f79,b2121bf56e4c018bb948c3ae76de4639dd793093050bf2411c1fd4a488624e9b,train,train
E001B-838fa9cde7be,unlabelled_background,E001G-a57304826f0f,,BNG_100KM_E6_N1,2017,EAP-8e32eccbc87e,1.0,128,e001-terrain-v1,pass,E001S-2b8004d55b0b,e6bbbbede6c65b5badd2bbf690439eb9600e39be985be57fd85c926b0bb8e411,final_test,train
E001B-e8da7748dc8e,unlabelled_background,E001G-ca719b591f83,E001O-0157ec1605ec,BNG_100KM_E3_N4,2022,EAP-a800a13742ee,1.0,128,e001-terrain-v1,pass,E001S-2dbc035b11fd,35a0f2f1f8e3ad43223c28d3266eaf822fb93119fb5fa119c5c7997e0a6eb1b2,train,train
E001B-526ff4fbe695,unlabelled_background,E001G-f09e7fd58b79,,BNG_100KM_E4_N5,2009,EAP-fa2ffbdc01b2,1.0,128,e001-terrain-v1,pass,E001S-82a714a8d97a,3c29cda822e522271244afc35c1a096035a0bf7fb3b5b2aea5f0297f244b059f,train,train
E001B-d6a9bca258f1,unlabelled_background,E001G-7acaaf66d519,,BNG_100KM_E5_N4,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,E001S-fca41d116b9c,55a7982ebcb832b318c4fb41e4d3ae4348400367c6269417292bfb321cfad16e,train,final_test
E001B-1e3d91532468,unlabelled_background,E001G-8a234eed9130,,BNG_100KM_E4_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,E001S-fbe7600f2fbe,fab1345ccc8d812155bea64837851e4c04cb89eb77ad4e2296939d1e0ccb2ca2,train,train
E001B-a07f09a19d4d,unlabelled_background,E001G-da538fa03a22,,BNG_100KM_E3_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,E001S-87492d753efc,1485fe3261153fc11772a76f9c9ceea54c35da73e96f04a68e4872ae578d58fa,train,final_test
E001B-13c9d17b51b6,unlabelled_background,E001G-b73a12e8ad71,,BNG_100KM_E4_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,E001S-9dc812f5bb39,5f342ce504a53d713489ee2cb961d8bde38ad8d8466853daf78e2a06e80b6382,train,train
E001B-f1d06b15b4af,unlabelled_background,E001G-4dd1d735589e,E001O-68b0520bfa4a,BNG_100KM_E2_N0,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,E001S-b1e5d5405380,e7dc2e9dc331964c25f252385b126ee14dad6c46230603b49342ffa1590ea82f,train,development
E001B-9094f58f7445,unlabelled_background,E001G-f309a71368ff,,BNG_100KM_E4_N4,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,E001S-c7691a1cdedd,b16a57d43ac0c9e917acc04dbec72c32a9abb71efb2a2366187290dcc918a8d9,train,train
E001B-23f2c7527e50,unlabelled_background,E001G-b4c6550acd98,,BNG_100KM_E3_N1,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,E001S-d67568e5801c,3c617ffc62da28a24205578b779e9be13ec0abdce6a6cc4fe5cf0f634c378a52,train,train
E001B-ad44a8ef1b75,unlabelled_background,E001G-b45c6c609f64,,BNG_100KM_E3_N5,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,E001S-219aa7e13445,284f1d9c4f590b44afdc94dae915086282ca14bd6e8d7658662370edaa9ce83a,train,train
E001B-63fc45e75524,unlabelled_background,E001G-554bacfd5fca,,BNG_100KM_E4_N0,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,E001S-6c27deebd03f,cdd102fbdaa80f5a061a14767b39777a50de1f42867ef1f0db08c3741cadf039,train,train
E001B-01dd0a05bebb,unlabelled_background,E001G-2f8233561d8b,,BNG_100KM_E2_N1,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,E001S-e07d7d31d9eb,2e22dec03c502f3a7ff2e5747863c423596fe5b55fc70d1c4d2e1525342a7f35,train,train
E001B-677564432b28,unlabelled_background,E001G-502e81b44926,,BNG_100KM_E5_N1,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,E001S-5a0fb30b51bb,3242dcfbddcd5fe38c971d1a1cd0136230de00dc4aaed2dab1180fd81490f932,train,train
E001B-31696866da0a,unlabelled_background,E001G-e35d2bbfeebd,,BNG_100KM_E5_N3,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,E001S-3eb8d57154db,998c62d46875a5354af542147cb10f5a7d09135b0de4e5ab140a9466cde4ee5e,train,train
E001B-35e9fa7076a4,unlabelled_background,E001G-920cb4a42206,,BNG_100KM_E5_N0,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,E001S-daf83a923e2b,25184062e1e58e453473b1d642ca5cef7da685d21ee1a93b94e3bf5d260f8119,train,train
E001B-4511b1b345d3,unlabelled_background,E001G-07b3affcb6b0,,BNG_100KM_E1_N0,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,E001S-d2664ae8d529,84d4824feb196c89c0ef116294d005490a55526e7fd0adae92f8d5d739120fb9,train,train
E001B-a9e67e67e706,unlabelled_background,E001G-b1124e63cbf8,,BNG_100KM_E3_N0,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,E001S-a0768ef27472,8ae44bc67813a9877daf9ef2dd82758d28fb6a6ac422144daf4215d7272e2a65,train,train
E001B-5053e1da1187,unlabelled_background,E001G-357de4df2730,,BNG_100KM_E6_N3,2017,EAP-8e32eccbc87e,1.0,128,e001-terrain-v1,pass,E001S-cc44c4031534,7fc5d48038c8e2c319a1610283f7c6076f63eb99a5b34d993aefe1bda4134346,train,train
E001B-1b65decbe7eb,unlabelled_background,E001G-dded0514002d,,BNG_100KM_E4_N2,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,E001S-d668d43240dd,66a3b044fe7a95397e468f1235314ead5b0946b3f565a0d8a2e9079c890733aa,final_test,train
E001B-5fc382a5b513,unlabelled_background,E001G-3124468f390c,,BNG_100KM_E4_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,E001S-186402229c25,8ffab452c2efb64f6b7bafc4328d6df514e5dd52a48d879b189ec4a3f5820496,train,train
E001B-c3b14e854cb9,unlabelled_background,E001G-836af9bde0da,,BNG_100KM_E3_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,E001S-c22bb8588fb4,8c554e46b9c1655dfbd2ef8599894df2b6a24a72231db38f0655ef2c0d9883c1,train,final_test
E001B-a6a986ea0fc5,unlabelled_background,E001G-84bb465ef288,,BNG_100KM_E4_N5,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,E001S-dd1002589e2c,1898f72d1365ca7e0811f3dd20459aee08291e659de7cf01be157c1e3329428c,train,train
E001B-faaf016e23a6,unlabelled_background,E001G-052952c6e41b,,BNG_100KM_E3_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,E001S-6c213fdf56a2,27c677ada04beb5291a4f9d06437d164b78fe6d54c46826ca3ad01649bf5203e,train,train
E001B-7495bf139bca,unlabelled_background,E001G-dabb7425a1fc,,BNG_100KM_E6_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,E001S-502d4e4d23ee,286a3bed4e323a90352f3cde0ead71c5788071ec420012b641cde4d883c644bc,train,train
E001B-3942496d6d35,unlabelled_background,E001G-6b2333aef0c1,,BNG_100KM_E4_N1,2017,EAP-8e32eccbc87e,1.0,128,e001-terrain-v1,pass,E001S-926a4868b313,2c4d27d65eb1748c1c4b060ff35a5fcc81b74a1a573f1a218eb00305fcd20c6a,train,train
